Year,Month,Day,Rank,Title,Principal,Collaborator,Peak_position,Weeks_in_chart,Hot,Weight,Gen_Principal,Gen_Collaborator,Principal_Sex,Collaborator_Sex
2013,10,12,5,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,26,1,0.002381,Spanish Pop,Spanish Pop,0,1.0
2013,10,12,6,Loco,Enrique Iglesias,Romeo Santos,5,5,1,0.004127,Spanish Pop,Spanish Pop,1,1.0
2013,10,12,7,Tacata',Tacabro,Tacabro,7,3,0,0.005482,Reggaeton,Reggaeton,1,1.0
2013,10,12,8,Hips Don't Lie,Shakira,Wyclef Jean,1,26,1,0.002753,Spanish Pop,Spanish Pop,0,1.0
2013,10,12,9,Promise,Romeo Santos,Usher,5,13,1,0.004545,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,12,10,Damaso,Gerardo Ortiz,Gerardo Ortiz,6,25,1,0.002866,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,12,11,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,10,0,0.002381,Regional Mexicana,Regional Mexicana,1,0.0
2013,10,12,12,Ai Se Eu Te Pego,Michel Telo,Michel Telo,4,26,1,0.002698,Spanish Pop,Spanish Pop,1,1.0
2013,10,12,13,Mi Bello Angel,Los Primos MX,Los Primos MX,11,4,0,0.003527,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,12,14,"Suerte [Whenever, Wherever]",Shakira,Shakira,8,26,0,0.002381,Spanish Pop,Spanish Pop,0,0.0
2013,10,12,15,El Coco No,Roberto Junior y Su Bandeno,Roberto Junior y Su Bandeno,5,26,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,12,16,Corazon Sin Cara,Prince Royce,Prince Royce,9,16,1,0.002794,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,12,17,Por Un Segundo,Aventura,Aventura,14,18,1,0.002381,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,12,18,Incondicional,Prince Royce,Prince Royce,9,26,1,0.022807,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,12,19,La Pregunta,J Alvarez,J Alvarez,11,20,1,0.004881,Reggaeton,Reggaeton,1,1.0
2013,10,12,20,Mi Nina Traviesa,Luis Coronel,Luis Coronel,14,10,0,0.012153,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,12,21,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,20,6,1,0.002646,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,12,22,Loba,Shakira,Shakira,5,26,0,0.003095,Spanish Pop,Spanish Pop,0,0.0
2013,10,12,23,Limbo,Daddy Yankee,Daddy Yankee,10,20,1,0.022476,Reggaeton,Reggaeton,1,1.0
2013,10,12,24,Que Bonito Amor,Vicente Fernandez,Vicente Fernandez,10,4,0,0.003175,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,12,25,El Amor Que Perdimos,Prince Royce,Prince Royce,15,26,1,0.005487,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,19,1,Loco,Enrique Iglesias,Romeo Santos,1,6,1,0.004127,Spanish Pop,Spanish Pop,1,1.0
2013,10,19,2,Propuesta Indecente,Romeo Santos,Romeo Santos,1,9,1,0.002381,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,19,3,Darte Un Beso,Prince Royce,Prince Royce,1,12,1,0.003044,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,19,4,Danza Kuduro,Don Omar,Lucenzo,1,27,1,0.002381,Reggaeton,Reggaeton,1,1.0
2013,10,19,5,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,27,1,0.002381,Spanish Pop,Spanish Pop,0,1.0
2013,10,19,6,Vivir Mi Vida,Marc Anthony,Marc Anthony,3,23,1,0.002506,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,19,7,Hips Don't Lie,Shakira,Wyclef Jean,1,27,1,0.002753,Spanish Pop,Spanish Pop,0,1.0
2013,10,19,8,Promise,Romeo Santos,Usher,5,14,1,0.004545,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,19,9,Tacata',Tacabro,Tacabro,7,4,0,0.005482,Reggaeton,Reggaeton,1,1.0
2013,10,19,10,Ai Se Eu Te Pego,Michel Telo,Michel Telo,4,27,1,0.002698,Spanish Pop,Spanish Pop,1,1.0
2013,10,19,11,Damaso,Gerardo Ortiz,Gerardo Ortiz,6,26,1,0.002866,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,19,12,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,11,0,0.002381,Regional Mexicana,Regional Mexicana,1,0.0
2013,10,19,13,Que Bonito Amor,Vicente Fernandez,Vicente Fernandez,10,5,0,0.003175,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,19,14,"Suerte [Whenever, Wherever]",Shakira,Shakira,8,27,0,0.002381,Spanish Pop,Spanish Pop,0,0.0
2013,10,19,15,Corazon Sin Cara,Prince Royce,Prince Royce,9,17,1,0.002794,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,19,16,Por Un Segundo,Aventura,Aventura,14,19,1,0.004524,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,19,17,El Coco No,Roberto Junior y Su Bandeno,Roberto Junior y Su Bandeno,5,27,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,19,18,Incondicional,Prince Royce,Prince Royce,9,27,1,0.022807,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,19,19,Loba,Shakira,Shakira,5,27,0,0.003095,Spanish Pop,Spanish Pop,0,0.0
2013,10,19,20,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,20,7,1,0.002646,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,19,21,Mi Nina Traviesa,Luis Coronel,Luis Coronel,14,11,0,0.012153,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,19,22,La Pregunta,J Alvarez,J Alvarez,11,21,1,0.004881,Reggaeton,Reggaeton,1,1.0
2013,10,19,23,El Amor Que Perdimos,Prince Royce,Prince Royce,15,27,1,0.005487,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,19,24,Mi Bello Angel,Los Primos MX,Los Primos MX,11,5,0,0.003527,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,19,25,Limbo,Daddy Yankee,Daddy Yankee,10,21,1,0.002381,Reggaeton,Reggaeton,1,1.0
2013,10,26,1,Darte Un Beso,Prince Royce,Prince Royce,1,13,1,0.003044,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,26,2,Propuesta Indecente,Romeo Santos,Romeo Santos,1,10,1,0.006142,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,26,3,Loco,Enrique Iglesias,Romeo Santos,1,7,1,0.024082,Spanish Pop,Spanish Pop,1,1.0
2013,10,26,4,Danza Kuduro,Don Omar,Lucenzo,1,28,1,0.002381,Reggaeton,Reggaeton,1,1.0
2013,10,26,5,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,28,1,0.002762,Spanish Pop,Spanish Pop,0,1.0
2013,10,26,6,Vivir Mi Vida,Marc Anthony,Marc Anthony,3,24,1,0.002381,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,26,7,Hips Don't Lie,Shakira,Wyclef Jean,1,28,1,0.008508,Spanish Pop,Spanish Pop,0,1.0
2013,10,26,8,Promise,Romeo Santos,Usher,5,15,1,0.010996,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,26,9,Tacata',Tacabro,Tacabro,7,5,0,0.005482,Reggaeton,Reggaeton,1,1.0
2013,10,26,10,Damaso,Gerardo Ortiz,Gerardo Ortiz,6,27,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,26,11,Ai Se Eu Te Pego,Michel Telo,Michel Telo,4,28,1,0.002698,Spanish Pop,Spanish Pop,1,1.0
2013,10,26,12,El Coco No,Roberto Junior y Su Bandeno,Roberto Junior y Su Bandeno,5,28,1,0.005487,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,26,13,"Suerte [Whenever, Wherever]",Shakira,Shakira,8,28,0,0.003563,Spanish Pop,Spanish Pop,0,0.0
2013,10,26,14,Corazon Sin Cara,Prince Royce,Prince Royce,9,18,1,0.002794,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,26,15,Incondicional,Prince Royce,Prince Royce,9,28,1,0.022807,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,26,16,Por Un Segundo,Aventura,Aventura,14,20,1,0.002381,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,26,17,Mi Bello Angel,Los Primos MX,Los Primos MX,11,6,0,0.003527,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,26,18,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,12,0,0.002381,Regional Mexicana,Regional Mexicana,1,0.0
2013,10,26,19,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,19,8,1,0.002646,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,26,20,Loba,Shakira,Shakira,5,28,0,0.003095,Spanish Pop,Spanish Pop,0,0.0
2013,10,26,21,El Amor Que Perdimos,Prince Royce,Prince Royce,15,28,1,0.005487,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,10,26,22,La Pregunta,J Alvarez,J Alvarez,11,22,1,0.004881,Reggaeton,Reggaeton,1,1.0
2013,10,26,23,Mi Nina Traviesa,Luis Coronel,Luis Coronel,14,12,0,0.012153,Regional Mexicana,Regional Mexicana,1,1.0
2013,10,26,24,Limbo,Daddy Yankee,Daddy Yankee,10,22,1,0.022476,Reggaeton,Reggaeton,1,1.0
2013,10,26,25,El Ruido de Tus Zapatos,La Arrolladora Banda el Limon de Rene Camacho,La Arrolladora Banda el Limon de Rene Camacho,13,6,0,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,2,1,Darte Un Beso,Prince Royce,Prince Royce,1,14,1,0.003044,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,2,2,Propuesta Indecente,Romeo Santos,Romeo Santos,1,11,1,0.006142,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,2,3,Danza Kuduro,Don Omar,Lucenzo,1,29,1,0.002381,Reggaeton,Reggaeton,1,1.0
2013,11,2,4,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,29,1,0.002381,Spanish Pop,Spanish Pop,0,1.0
2013,11,2,5,Loco,Enrique Iglesias,Romeo Santos,1,8,1,0.004127,Spanish Pop,Spanish Pop,1,1.0
2013,11,2,6,Vivir Mi Vida,Marc Anthony,Marc Anthony,3,25,1,0.00548,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,2,7,Hips Don't Lie,Shakira,Wyclef Jean,1,29,1,0.008508,Spanish Pop,Spanish Pop,0,1.0
2013,11,2,8,Promise,Romeo Santos,Usher,5,16,1,0.004545,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,2,9,Damaso,Gerardo Ortiz,Gerardo Ortiz,6,28,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,2,10,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,10,9,1,0.002646,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,2,11,Mi Bello Angel,Los Primos MX,Los Primos MX,11,7,0,0.003527,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,2,12,Ai Se Eu Te Pego,Michel Telo,Michel Telo,4,29,1,0.002698,Spanish Pop,Spanish Pop,1,1.0
2013,11,2,13,El Coco No,Roberto Junior y Su Bandeno,Roberto Junior y Su Bandeno,5,29,1,0.005487,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,2,14,Corazon Sin Cara,Prince Royce,Prince Royce,9,19,1,0.002794,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,2,15,Por Un Segundo,Aventura,Aventura,14,21,1,0.004524,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,2,16,"Suerte [Whenever, Wherever]",Shakira,Shakira,8,29,0,0.002381,Spanish Pop,Spanish Pop,0,0.0
2013,11,2,17,Incondicional,Prince Royce,Prince Royce,9,29,1,0.022807,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,2,18,Loba,Shakira,Shakira,5,29,0,0.003095,Spanish Pop,Spanish Pop,0,0.0
2013,11,2,19,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,13,0,0.002381,Regional Mexicana,Regional Mexicana,1,0.0
2013,11,2,20,El Amor Que Perdimos,Prince Royce,Prince Royce,15,29,1,0.005487,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,2,21,Limbo,Daddy Yankee,Daddy Yankee,10,23,1,0.002381,Reggaeton,Reggaeton,1,1.0
2013,11,2,22,Mi Nina Traviesa,Luis Coronel,Luis Coronel,14,13,0,0.012153,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,2,23,La Pregunta,J Alvarez,J Alvarez,11,23,1,0.004881,Reggaeton,Reggaeton,1,1.0
2013,11,2,24,Mi Ultimo Deseo,Banda Los Recoditos,Banda Los Recoditos,24,1,0,0.003889,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,2,25,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,20,1,0.002698,Reggaeton,Reggaeton,1,1.0
2013,11,2,25,Algo Me Gusta De Ti,Wisin-Yandel,Chris Brown,7,20,1,0.002698,Reggaeton,Reggaeton,1,1.0
2013,11,9,1,Darte Un Beso,Prince Royce,Prince Royce,1,15,1,0.003044,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,9,2,Propuesta Indecente,Romeo Santos,Romeo Santos,1,12,1,0.006142,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,9,3,Danza Kuduro,Don Omar,Lucenzo,1,30,1,0.003044,Reggaeton,Reggaeton,1,1.0
2013,11,9,4,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,30,1,0.006735,Spanish Pop,Spanish Pop,0,1.0
2013,11,9,5,Loco,Enrique Iglesias,Romeo Santos,1,9,1,0.024082,Spanish Pop,Spanish Pop,1,1.0
2013,11,9,6,Vivir Mi Vida,Marc Anthony,Marc Anthony,3,26,1,0.002381,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,9,7,Hips Don't Lie,Shakira,Wyclef Jean,1,30,1,0.008508,Spanish Pop,Spanish Pop,0,1.0
2013,11,9,8,Promise,Romeo Santos,Usher,5,17,1,0.010996,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,9,9,Damaso,Gerardo Ortiz,Gerardo Ortiz,6,29,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,9,10,Mi Bello Angel,Los Primos MX,Los Primos MX,10,8,0,0.003527,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,9,11,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,10,10,1,0.002646,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,9,12,Ai Se Eu Te Pego,Michel Telo,Michel Telo,4,30,1,0.002698,Spanish Pop,Spanish Pop,1,1.0
2013,11,9,13,El Coco No,Roberto Junior y Su Bandeno,Roberto Junior y Su Bandeno,5,30,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,9,14,Loba,Shakira,Shakira,5,30,0,0.003095,Spanish Pop,Spanish Pop,0,0.0
2013,11,9,15,Incondicional,Prince Royce,Prince Royce,9,30,1,0.022807,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,9,16,Por Un Segundo,Aventura,Aventura,14,22,1,0.002381,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,9,17,Corazon Sin Cara,Prince Royce,Prince Royce,9,20,1,0.002794,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,9,18,Limbo,Daddy Yankee,Daddy Yankee,10,24,1,0.022476,Reggaeton,Reggaeton,1,1.0
2013,11,9,19,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,14,0,0.002381,Regional Mexicana,Regional Mexicana,1,0.0
2013,11,9,20,"Suerte [Whenever, Wherever]",Shakira,Shakira,8,30,0,0.002381,Spanish Pop,Spanish Pop,0,0.0
2013,11,9,21,Mi Nina Traviesa,Luis Coronel,Luis Coronel,14,14,0,0.012153,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,9,22,La Pregunta,J Alvarez,J Alvarez,11,24,1,0.004881,Reggaeton,Reggaeton,1,1.0
2013,11,9,23,Mi Ultimo Deseo,Banda Los Recoditos,Banda Los Recoditos,23,2,0,0.003937,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,9,24,El Amor Que Perdimos,Prince Royce,Prince Royce,15,30,1,0.005487,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,9,25,Algo Me Gusta De Ti,Wisin-Yandel,Chris Brown,7,21,1,0.002698,Reggaeton,Reggaeton,1,1.0
2013,11,9,25,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,21,1,0.002698,Reggaeton,Reggaeton,1,1.0
2013,11,16,1,Darte Un Beso,Prince Royce,Prince Royce,1,16,1,0.003044,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,16,2,Propuesta Indecente,Romeo Santos,Romeo Santos,1,13,1,0.006142,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,16,3,Danza Kuduro,Don Omar,Lucenzo,1,31,1,0.003044,Reggaeton,Reggaeton,1,1.0
2013,11,16,4,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,31,1,0.002433,Spanish Pop,Spanish Pop,0,1.0
2013,11,16,5,Loco,Enrique Iglesias,Romeo Santos,1,10,1,0.004127,Spanish Pop,Spanish Pop,1,1.0
2013,11,16,6,Vivir Mi Vida,Marc Anthony,Marc Anthony,3,27,1,0.002381,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,16,7,Hips Don't Lie,Shakira,Wyclef Jean,1,31,1,0.008508,Spanish Pop,Spanish Pop,0,1.0
2013,11,16,8,Promise,Romeo Santos,Usher,5,18,1,0.002381,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,16,9,Damaso,Gerardo Ortiz,Gerardo Ortiz,6,30,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,16,10,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,10,11,1,0.003937,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,16,11,Ai Se Eu Te Pego,Michel Telo,Michel Telo,4,31,1,0.002698,Spanish Pop,Spanish Pop,1,1.0
2013,11,16,12,Loba,Shakira,Shakira,5,31,0,0.003095,Spanish Pop,Spanish Pop,0,0.0
2013,11,16,13,Incondicional,Prince Royce,Prince Royce,9,31,1,0.022807,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,16,14,El Coco No,Roberto Junior y Su Bandeno,Roberto Junior y Su Bandeno,5,31,1,0.005487,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,16,15,Mi Bello Angel,Los Primos MX,Los Primos MX,10,9,0,0.003527,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,16,16,Limbo,Daddy Yankee,Daddy Yankee,10,25,1,0.022476,Reggaeton,Reggaeton,1,1.0
2013,11,16,17,"Suerte [Whenever, Wherever]",Shakira,Shakira,8,31,0,0.002381,Spanish Pop,Spanish Pop,0,0.0
2013,11,16,18,Stand By Me,Prince Royce,Prince Royce,13,18,1,0.002976,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,16,19,Mi Nina Traviesa,Luis Coronel,Luis Coronel,14,15,0,0.012153,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,16,20,Mi Ultimo Deseo,Banda Los Recoditos,Banda Los Recoditos,20,3,0,0.003937,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,16,21,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,22,1,0.002698,Reggaeton,Reggaeton,1,1.0
2013,11,16,21,Algo Me Gusta De Ti,Wisin-Yandel,Chris Brown,7,22,1,0.002698,Reggaeton,Reggaeton,1,1.0
2013,11,16,22,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,15,0,0.002381,Regional Mexicana,Regional Mexicana,1,0.0
2013,11,16,23,La Pregunta,J Alvarez,J Alvarez,11,25,1,0.004881,Reggaeton,Reggaeton,1,1.0
2013,11,16,24,Corazon Sin Cara,Prince Royce,Prince Royce,9,21,1,0.002794,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,16,25,Por Un Segundo,Aventura,Aventura,14,23,1,0.004524,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,23,1,Darte Un Beso,Prince Royce,Prince Royce,1,17,1,0.003044,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,23,2,Propuesta Indecente,Romeo Santos,Romeo Santos,1,14,1,0.006142,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,23,3,Danza Kuduro,Don Omar,Lucenzo,1,32,1,0.002381,Reggaeton,Reggaeton,1,1.0
2013,11,23,4,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,32,1,0.005831,Spanish Pop,Spanish Pop,0,1.0
2013,11,23,5,Loco,Enrique Iglesias,Romeo Santos,1,11,1,0.024082,Spanish Pop,Spanish Pop,1,1.0
2013,11,23,6,Vivir Mi Vida,Marc Anthony,Marc Anthony,3,28,1,0.003241,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,23,7,Hips Don't Lie,Shakira,Wyclef Jean,1,32,1,0.002753,Spanish Pop,Spanish Pop,0,1.0
2013,11,23,8,Promise,Romeo Santos,Usher,5,19,1,0.004545,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,23,9,Damaso,Gerardo Ortiz,Gerardo Ortiz,6,31,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,23,10,Ai Se Eu Te Pego,Michel Telo,Michel Telo,4,32,1,0.002698,Spanish Pop,Spanish Pop,1,1.0
2013,11,23,11,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,10,12,1,0.002646,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,23,12,El Coco No,Roberto Junior y Su Bandeno,Roberto Junior y Su Bandeno,5,32,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,23,13,Limbo,Daddy Yankee,Daddy Yankee,10,26,1,0.022476,Reggaeton,Reggaeton,1,1.0
2013,11,23,14,Incondicional,Prince Royce,Prince Royce,9,32,1,0.022807,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,23,15,Loba,Shakira,Shakira,5,32,0,0.003095,Spanish Pop,Spanish Pop,0,0.0
2013,11,23,16,"Suerte [Whenever, Wherever]",Shakira,Shakira,8,32,0,0.002381,Spanish Pop,Spanish Pop,0,0.0
2013,11,23,17,Stand By Me,Prince Royce,Prince Royce,13,19,1,0.009045,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,23,18,Mi Bello Angel,Los Primos MX,Los Primos MX,10,10,0,0.003527,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,23,19,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,16,0,0.002381,Regional Mexicana,Regional Mexicana,1,0.0
2013,11,23,20,Mi Nina Traviesa,Luis Coronel,Luis Coronel,14,16,0,0.012153,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,23,21,Mi Ultimo Deseo,Banda Los Recoditos,Banda Los Recoditos,20,4,0,0.003937,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,23,22,Algo Me Gusta De Ti,Wisin-Yandel,T-Pain,7,23,1,0.002698,Reggaeton,Reggaeton,1,1.0
2013,11,23,22,Algo Me Gusta De Ti,Wisin-Yandel,Chris Brown,7,23,1,0.002698,Reggaeton,Reggaeton,1,1.0
2013,11,23,23,Corazon Sin Cara,Prince Royce,Prince Royce,9,22,1,0.002794,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,23,24,La Pregunta,J Alvarez,J Alvarez,11,26,1,0.004881,Reggaeton,Reggaeton,1,1.0
2013,11,23,25,Manana Voy A Conquistarla,Gerardo Ortiz,Gerardo Ortiz,25,1,0,0.003571,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,30,1,Darte Un Beso,Prince Royce,Prince Royce,1,18,1,0.003044,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,30,2,Propuesta Indecente,Romeo Santos,Romeo Santos,1,15,1,0.003326,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,30,3,Danza Kuduro,Don Omar,Lucenzo,1,33,1,0.002381,Reggaeton,Reggaeton,1,1.0
2013,11,30,4,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,33,1,0.005168,Spanish Pop,Spanish Pop,0,1.0
2013,11,30,5,Loco,Enrique Iglesias,Romeo Santos,1,12,1,0.024082,Spanish Pop,Spanish Pop,1,1.0
2013,11,30,6,Vivir Mi Vida,Marc Anthony,Marc Anthony,3,29,1,0.002381,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,30,7,Hips Don't Lie,Shakira,Wyclef Jean,1,33,1,0.002753,Spanish Pop,Spanish Pop,0,1.0
2013,11,30,8,Promise,Romeo Santos,Usher,5,20,1,0.004545,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,30,9,Damaso,Gerardo Ortiz,Gerardo Ortiz,6,32,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,30,10,Mi Razon de Ser,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,10,13,1,0.002646,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,30,11,El Coco No,Roberto Junior y Su Bandeno,Roberto Junior y Su Bandeno,5,33,1,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,30,12,Ai Se Eu Te Pego,Michel Telo,Michel Telo,4,33,1,0.002698,Spanish Pop,Spanish Pop,1,1.0
2013,11,30,13,Vas A Llorar Por Mi,Banda El Recodo de Cruz Lizarraga,Banda El Recodo de Cruz Lizarraga,13,1,0,0.003125,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,30,14,Hoy Tengo Ganas de Ti,Alejandro Fernandez ,Christina Aguilera,7,17,0,0.002381,Regional Mexicana,Regional Mexicana,1,0.0
2013,11,30,15,Mi Ultimo Deseo,Banda Los Recoditos,Banda Los Recoditos,15,5,0,0.003937,Regional Mexicana,Regional Mexicana,1,1.0
2013,11,30,16,Limbo,Daddy Yankee,Daddy Yankee,10,27,1,0.022476,Reggaeton,Reggaeton,1,1.0
2013,11,30,17,Loba,Shakira,Shakira,5,33,0,0.003095,Spanish Pop,Spanish Pop,0,0.0
2013,11,30,18,"Suerte [Whenever, Wherever]",Shakira,Shakira,8,33,0,0.002381,Spanish Pop,Spanish Pop,0,0.0
2013,11,30,19,Incondicional,Prince Royce,Prince Royce,9,33,1,0.022807,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2013,11,30,20,Mi Nina Traviesa,Luis Coronel,Luis Coronel,14,17,0,0.012153,Regional Mexicana,Regional Mexicana,1,1.0
